scenario,agent_id,hour,vulnerability_score,age_bucket,cell_x,cell_y,raw_heat,effective_exposure,in_shelter,shelter_building_id
baseline,83,10,0.2368250785688548,adult,12,1,1.2716,1.2716,0,
baseline,84,10,0.7597628712547879,elderly,3,7,0.8904,0.8904,0,
baseline,85,10,0.2134449412553841,adult,11,7,0.8643,0.8643,0,
baseline,86,10,0.26029034175119803,adult,7,3,0.9995,0.9995,0,
baseline,87,10,0.8739793646798583,elderly,9,9,0.8797,0.8797,0,
baseline,88,10,0.23068402377938965,adult,19,8,0.7987,0.7987,0,
baseline,89,10,0.21593278881496686,adult,14,3,1.0857,1.0857,0,
baseline,90,10,0.7286621276353521,elderly,13,9,0.9286,0.9286,0,
baseline,91,10,0.2651344904420061,adult,18,2,1.4432,1.4432,0,
baseline,92,10,0.20377115206369537,adult,17,4,0.9935,0.9935,0,
baseline,93,10,0.20132533923371512,adult,2,6,1.0405,1.0405,0,
baseline,94,10,0.7049720665964455,elderly,0,9,0.8826,0.8826,0,
baseline,95,10,0.25100462370739207,adult,15,1,1.3805,1.3805,0,
baseline,96,10,0.4955828490431283,child,4,7,0.8223,0.8223,0,
baseline,97,10,0.27283994893939245,adult,17,0,1.3636,1.3636,0,
baseline,98,10,0.21712454129440448,adult,16,7,0.8747,0.8747,0,
baseline,99,10,0.7185461557640977,elderly,6,7,0.7905,0.7905,0,
baseline,100,10,0.4754623971272218,child,12,2,1.3882,1.3882,0,
baseline,101,10,0.814329171491318,elderly,7,3,0.9995,0.9995,0,
baseline,102,10,0.9382392363354756,elderly,1,9,0.7622,0.7622,0,
baseline,103,10,0.30010692589416543,adult,0,2,1.3417,1.3417,0,
baseline,104,10,0.8126300272600911,elderly,4,4,0.998,0.998,0,
baseline,105,10,0.23441354547710377,adult,17,7,0.8411,0.8411,0,
baseline,106,10,0.5066140359967927,child,4,3,1.0551,1.0551,0,
baseline,107,10,0.5631658536919568,child,3,2,1.2926,1.2926,0,
baseline,108,10,0.23073770055214435,adult,7,2,1.3171,1.3171,0,
baseline,109,10,0.29657377246189087,adult,12,5,1.3581,1.3581,0,
baseline,110,10,0.27279255604127917,adult,2,6,1.0405,1.0405,0,
baseline,111,10,0.5291861555650081,child,15,6,1.0928,1.0928,0,
baseline,112,10,0.8908951292054481,elderly,7,4,0.9808,0.9808,0,
baseline,113,10,0.5158957569432061,child,7,8,0.88,0.88,0,
baseline,114,10,0.8593264155201461,elderly,15,7,0.8782,0.8782,0,
baseline,115,10,0.32052011433136096,adult,13,5,1.0675,1.0675,0,
baseline,116,10,0.5844185905950111,child,3,8,0.8578,0.8578,0,
baseline,117,10,0.24225311600942953,adult,10,6,1.0514,1.0514,0,
baseline,118,10,0.2089072670144541,adult,12,1,1.2716,1.2716,0,
baseline,119,10,0.9022295288833049,elderly,5,6,1.1428,1.1428,0,
baseline,120,10,0.5289935218684951,child,17,3,1.0106,1.0106,0,
baseline,121,10,0.42582414868915897,adult,6,2,1.4226,1.4226,0,
baseline,122,10,0.321155028793213,adult,0,9,0.8826,0.8826,0,
baseline,123,10,0.6995000220419753,child,19,9,0.7934,0.7934,0,
baseline,124,10,0.562529225395729,child,17,7,0.8411,0.8411,0,
baseline,125,10,0.8475195178808403,elderly,4,2,1.3123,1.3123,0,
baseline,126,10,0.5540215869676903,child,14,5,1.0149,1.0149,0,
baseline,127,10,0.766520446349269,elderly,18,3,1.0813,1.0813,0,
baseline,128,10,0.7416409671545062,elderly,16,8,0.7764,0.7764,0,
baseline,129,10,0.1865474786824886,adult,1,8,0.8618,0.8618,0,
baseline,130,10,0.5991072876975088,child,18,1,1.358,1.358,0,
baseline,131,10,0.6713434192845964,child,16,4,0.9566,0.9566,0,
baseline,132,10,0.26809246029419453,adult,5,2,1.3764,1.3764,0,
baseline,133,10,0.22890676933880374,adult,13,8,0.8006,0.8006,0,
baseline,134,10,0.21223556584054845,adult,0,4,1.0894,1.0894,0,
baseline,135,10,0.4871906993496808,child,10,7,0.8042,0.8042,0,
baseline,136,10,0.5813838397364346,child,3,5,1.0173,1.0173,0,
baseline,137,10,0.1834367475007917,adult,7,5,1.1436,1.1436,0,
baseline,138,10,0.30240291417804127,adult,15,6,1.0928,1.0928,0,
baseline,139,10,0.28188702499195395,adult,18,2,1.4432,1.4432,0,
baseline,140,10,0.3042444979413341,adult,6,9,0.7634,0.7634,0,
baseline,141,10,0.2410183959966361,adult,19,6,1.0097,1.0097,0,
baseline,142,10,0.25779477773074466,adult,16,4,0.9566,0.9566,0,
baseline,143,10,0.2024052019176551,adult,13,7,0.9144,0.9144,0,
baseline,144,10,0.8349906142726966,elderly,19,2,1.3546,1.3546,0,
baseline,145,10,0.23016660216907392,adult,14,1,1.3639,1.3639,0,
baseline,146,10,0.22633729077264053,adult,1,1,1.3464,1.3464,0,
baseline,147,10,0.18671782350320223,adult,15,0,1.3733,1.3733,0,
baseline,148,10,0.3265717377596302,adult,16,1,1.3369,1.3369,0,
baseline,149,10,0.5931363866533521,child,12,6,1.0846,1.0846,0,
baseline,150,10,0.33786967348278196,adult,10,2,1.402,1.402,0,
baseline,151,10,0.24434311120662164,adult,17,0,1.3636,1.3636,0,
baseline,152,10,0.3131721899623074,adult,13,6,1.0822,1.0822,0,
baseline,153,10,0.30482733918353766,adult,15,9,0.755,0.755,0,
baseline,154,10,0.5207407229993698,child,19,4,1.0158,1.0158,0,
baseline,155,10,0.2698840835350667,adult,7,4,0.9808,0.9808,0,
baseline,156,10,0.21854549526592404,adult,10,8,0.9107,0.9107,0,
baseline,157,10,0.7800885741958227,elderly,3,3,0.9822,0.9822,0,
baseline,158,10,0.22376698635368497,adult,8,9,0.8771,0.8771,0,
baseline,159,10,0.2490942753506871,adult,12,1,1.2716,1.2716,0,
baseline,160,10,0.23909707064169694,adult,16,3,1.0015,1.0015,0,
baseline,161,10,0.26816184340335836,adult,12,3,1.3077,1.3077,0,
baseline,162,10,0.5590101392326462,child,10,2,1.402,1.402,0,
baseline,163,10,0.2586620552478868,adult,15,4,1.1259,1.1259,0,
baseline,164,10,0.21874748549033007,adult,14,5,1.0149,1.0149,0,
baseline,165,10,0.26806801780654776,adult,1,5,0.9942,0.9942,0,
baseline,166,10,0.31453748099041595,adult,9,4,1.2937,1.2937,0,
baseline,167,10,0.5571003562232809,child,18,3,1.0813,1.0813,0,
baseline,168,10,0.28556981755657285,adult,9,6,1.1458,1.1458,0,
baseline,169,10,0.20289864310003097,adult,11,6,1.0872,1.0872,0,
baseline,170,10,0.2591235835153987,adult,9,8,0.8494,0.8494,0,
baseline,171,10,0.5403518780488572,child,0,1,1.3671,1.3671,0,
baseline,172,10,0.19710832762003697,adult,18,6,0.9793,0.9793,0,
baseline,173,10,0.7370654202189683,elderly,5,8,0.8372,0.8372,0,
baseline,174,10,0.5944522686442528,child,19,3,1.1201,1.1201,0,
baseline,175,10,0.27508362578769247,adult,0,1,1.3671,1.3671,0,
baseline,176,10,0.19711151507617047,adult,10,2,1.402,1.402,0,
baseline,177,10,0.2626617426734974,adult,5,5,1.049,1.049,0,
baseline,178,10,0.2950995521960962,adult,3,4,1.0675,1.0675,0,
baseline,179,10,0.3774069229558558,adult,17,4,0.9935,0.9935,0,
baseline,180,10,0.7054964868146433,elderly,16,9,0.9216,0.9216,0,
baseline,181,10,0.5168708354178837,child,16,0,1.4141,1.4141,0,
baseline,182,10,0.22452710037794926,adult,13,5,1.0675,1.0675,0,
baseline,183,10,0.24281444929542967,adult,18,5,0.9688,0.9688,0,
baseline,184,10,0.20656651882118987,adult,19,5,1.033,1.033,0,
baseline,185,10,0.895735664587469,elderly,12,0,1.3617,1.3617,0,
baseline,186,10,0.26608149821206883,adult,12,0,1.3617,1.3617,0,
baseline,187,10,0.22885027121419005,adult,2,2,1.4357,1.4357,0,
baseline,188,10,0.25818280463696514,adult,9,3,1.1896,1.1896,0,
baseline,189,10,0.25124888164635667,adult,3,9,0.8262,0.8262,0,
baseline,190,10,0.7388637748744878,elderly,4,8,0.8275,0.8275,0,
baseline,191,10,0.24355609940976028,adult,5,5,1.049,1.049,0,
baseline,192,10,0.2622858672661557,adult,1,6,1.1155,1.1155,0,
baseline,193,10,0.3114225338599181,adult,1,7,0.9051,0.9051,0,
baseline,194,10,0.7432938913438611,child,7,4,0.9808,0.9808,0,
baseline,195,10,0.26317722516719005,adult,7,7,0.9279,0.9279,0,
baseline,196,10,0.2246770526955429,adult,10,7,0.8042,0.8042,0,
baseline,197,10,0.5584044178321356,child,10,9,0.7807,0.7807,0,
baseline,198,10,0.2514953170246483,adult,9,4,1.2937,1.2937,0,
baseline,199,10,0.2899733601941726,adult,16,4,0.9566,0.9566,0,
baseline,200,10,0.25622285847923476,adult,8,5,1.3526,1.3526,0,
baseline,201,10,0.4521031631709903,adult,17,0,1.3636,1.3636,0,
baseline,202,10,0.1634121024151908,adult,19,7,0.8937,0.8937,0,
baseline,203,10,0.5626995559129596,child,14,1,1.3639,1.3639,0,
baseline,204,10,0.327120941806494,adult,15,9,0.755,0.755,0,
baseline,205,10,0.7857123878054436,elderly,4,7,0.8223,0.8223,0,
baseline,206,10,0.5939394270629585,child,4,6,1.0693,1.0693,0,
baseline,207,10,0.28709923820747085,adult,13,5,1.0675,1.0675,0,
baseline,208,10,0.39542716557746904,adult,19,3,1.1201,1.1201,0,
baseline,209,10,0.27359697560694635,adult,1,3,1.0311,1.0311,0,
baseline,210,10,0.9020130166851742,elderly,0,5,1.023,1.023,0,
baseline,211,10,0.2713101047676122,adult,7,6,0.9829,0.9829,0,
baseline,212,10,0.24736743242291168,adult,8,6,1.0668,1.0668,0,
baseline,213,10,0.6794396779816514,elderly,16,2,1.336,1.336,0,
baseline,214,10,0.30091251551864373,adult,0,0,1.3317,1.3317,0,
baseline,215,10,0.21670540748307351,adult,17,0,1.3636,1.3636,0,
baseline,216,10,0.3687606793764565,adult,3,5,1.0173,1.0173,0,
baseline,217,10,0.2538767051714499,adult,3,3,0.9822,0.9822,0,
baseline,218,10,0.2824197149857894,adult,0,6,1.025,1.025,0,
baseline,219,10,0.5636693672210529,child,7,3,0.9995,0.9995,0,
baseline,220,10,0.6948217456126036,child,11,7,0.8643,0.8643,0,
baseline,221,10,0.8780226911713226,elderly,13,5,1.0675,1.0675,0,
baseline,222,10,0.30180138271631185,adult,5,9,0.7811,0.7811,0,
baseline,223,10,0.19113770908623962,adult,2,0,1.2977,1.2977,0,
baseline,224,10,0.22956484340680797,adult,14,8,0.9073,0.9073,0,
baseline,225,10,0.2188924625952585,adult,9,9,0.8797,0.8797,0,
baseline,226,10,0.688413136429157,elderly,17,4,0.9935,0.9935,0,
baseline,227,10,0.7561906848382751,elderly,6,9,0.7634,0.7634,0,
baseline,228,10,0.566836488720734,child,13,1,1.4745,1.4745,0,
baseline,229,10,0.5049212893202911,child,2,2,1.4357,1.4357,0,
baseline,230,10,0.2379441270070261,adult,6,5,1.032,1.032,0,
baseline,231,10,0.21828841423349848,adult,2,5,1.0196,1.0196,0,
baseline,232,10,0.1839452306394218,adult,14,2,1.4079,1.4079,0,
baseline,233,10,0.29492040259128455,adult,7,2,1.3171,1.3171,0,
baseline,234,10,0.29013491932937124,adult,2,5,1.0196,1.0196,0,
baseline,235,10,0.34669130855252334,adult,12,8,0.852,0.852,0,
baseline,236,10,0.28232450555661204,adult,9,0,1.2875,1.2875,0,
baseline,237,10,0.5757509116895175,child,0,2,1.3417,1.3417,0,
baseline,238,10,0.5403723756597331,child,11,2,1.3453,1.3453,0,
baseline,239,10,0.5952182201485263,child,11,7,0.8643,0.8643,0,
baseline,0,11,0.5380812195557422,child,10,0,1.5916,1.5916,0,
baseline,1,11,0.5438885528571922,child,19,9,1.009,1.009,0,
baseline,2,11,0.7202561588196462,elderly,6,4,1.3226,1.3226,0,
baseline,3,11,0.216473321571373,adult,17,0,1.5271,1.5271,0,
baseline,4,11,0.179291256914281,adult,9,0,1.5293,1.5293,0,
baseline,5,11,0.7742080791371789,elderly,7,2,1.5005,1.5005,0,
baseline,6,11,0.6860132284779408,elderly,2,0,1.5846,1.5846,0,
baseline,7,11,0.24933523196076668,adult,13,4,1.333,1.333,0,
baseline,8,11,0.6343234811450121,child,4,1,1.5095,1.5095,0,
baseline,9,11,0.2937927377360272,adult,4,3,1.3551,1.3551,0,
baseline,10,11,0.29067965400666446,adult,15,4,1.2949,1.2949,0,
baseline,11,11,0.29337902378575376,adult,10,6,1.2117,1.2117,0,
baseline,12,11,0.2580821854764632,adult,6,9,1.0461,1.0461,0,
baseline,13,11,0.23208808428151181,adult,17,3,1.3148,1.3148,0,
baseline,14,11,0.22746461649058938,adult,17,8,1.054,1.054,0,
baseline,15,11,0.4919996898463789,child,15,6,1.3915,1.3915,0,
baseline,16,11,0.7297879386484595,child,3,5,1.2545,1.2545,0,
baseline,17,11,0.6910243835711712,elderly,16,0,1.3774,1.3774,0,
baseline,18,11,0.27290224990437284,adult,19,8,1.0243,1.0243,0,
baseline,19,11,0.5918994514851882,child,9,4,1.5391,1.5391,0,
baseline,20,11,0.20000931813748296,adult,14,5,1.1793,1.1793,0,
baseline,21,11,0.2566225962051309,adult,16,0,1.3774,1.3774,0,
baseline,22,11,0.2636593411524598,adult,1,7,1.0939,1.0939,0,
baseline,23,11,0.6949427075347202,child,14,7,1.0703,1.0703,0,
baseline,24,11,0.36652485810151314,adult,6,5,1.3481,1.3481,0,
baseline,25,11,0.2443193234562278,adult,0,2,1.5735,1.5735,0,
baseline,26,11,0.3010033863387559,adult,2,7,1.0441,1.0441,0,
baseline,27,11,0.264862699158784,adult,9,0,1.5293,1.5293,0,
baseline,28,11,0.25879019854094,adult,2,9,1.0206,1.0206,0,
baseline,29,11,0.31974955111962444,adult,0,7,0.9949,0.9949,0,
baseline,30,11,0.1555928571749553,adult,14,7,1.0703,1.0703,0,
baseline,31,11,0.548458082951535,child,14,6,1.1833,1.1833,0,
baseline,32,11,0.2544761312097897,adult,4,5,1.2141,1.2141,0,
baseline,33,11,0.3227939887511161,adult,15,9,1.0064,1.0064,0,
baseline,34,11,0.6558716694259125,child,15,9,1.0064,1.0064,0,
baseline,35,11,0.5492700374659585,child,9,7,1.1167,1.1167,0,
baseline,36,11,0.28742961388729216,adult,0,0,1.4806,1.4806,0,
baseline,37,11,0.862770385621313,elderly,3,4,1.2421,1.2421,0,
baseline,38,11,0.23693857704201632,adult,0,5,1.2976,1.2976,0,
baseline,39,11,0.2454791545887237,adult,3,8,1.1443,1.1443,0,
baseline,40,11,0.583334998890488,child,7,4,1.234,1.234,0,
baseline,41,11,0.2636638551640602,adult,7,3,1.2549,1.2549,0,
baseline,42,11,0.9350941601422765,elderly,12,8,1.0415,1.0415,0,
baseline,43,11,0.21562936030731708,adult,19,7,1.0028,1.0028,0,
baseline,44,11,0.5397436170004551,child,12,3,1.5594,1.5594,0,
baseline,45,11,0.18354442553252845,adult,0,2,1.5735,1.5735,0,
baseline,46,11,0.27255587776068274,adult,19,0,1.5304,1.5304,0,
baseline,47,11,0.30152879677991906,adult,12,5,1.5478,1.5478,0,
baseline,48,11,0.2424720207354753,adult,12,7,1.0536,1.0536,0,
baseline,49,11,0.7645513584523809,elderly,15,5,1.3076,1.3076,0,
baseline,50,11,0.41514306586559097,adult,11,8,1.041,1.041,0,
baseline,51,11,0.2061884568547753,adult,11,0,1.5222,1.5222,0,
baseline,52,11,0.31853752554381776,adult,7,8,1.1011,1.1011,0,
baseline,53,11,0.2638404878487771,adult,16,7,1.083,1.083,0,
baseline,54,11,0.21400695401395703,adult,0,3,1.3785,1.3785,0,
baseline,55,11,0.3026292881022382,adult,0,1,1.4796,1.4796,0,
baseline,56,11,0.7372548908762495,elderly,11,0,1.5222,1.5222,0,
baseline,57,11,0.2208870448850433,adult,7,0,1.5641,1.5641,0,
baseline,58,11,0.3144823244892736,adult,5,6,1.3091,1.3091,0,
baseline,59,11,0.22063955497119142,adult,13,1,1.562,1.562,0,
baseline,60,11,0.5166058535491507,child,17,3,1.3148,1.3148,0,
baseline,61,11,0.23464792877787313,adult,13,0,1.5913,1.5913,0,
baseline,62,11,0.7780271499327811,elderly,1,1,1.6465,1.6465,0,
baseline,63,11,0.7701272985546185,elderly,5,4,1.3277,1.3277,0,
baseline,64,11,0.260395348860413,adult,15,4,1.2949,1.2949,0,
baseline,65,11,0.18124989624959473,adult,17,9,1.0406,1.0406,0,
baseline,66,11,0.7479987221088478,elderly,8,9,1.0303,1.0303,0,
baseline,67,11,0.2747694705910339,adult,0,5,1.2976,1.2976,0,
baseline,68,11,0.2623728676439467,adult,16,1,1.5203,1.5203,0,
baseline,69,11,0.3475954363017591,adult,12,4,1.4992,1.4992,0,
baseline,70,11,0.18683697056304266,adult,7,9,1.0497,1.0497,0,
baseline,71,11,0.2252873014963322,adult,8,3,1.4666,1.4666,0,
baseline,72,11,0.3073174185068305,adult,3,6,1.2148,1.2148,0,
baseline,73,11,0.28651314785661347,adult,19,3,1.1971,1.1971,0,
baseline,74,11,0.7497164804572996,elderly,0,7,0.9949,0.9949,0,
baseline,75,11,0.8576126643135189,elderly,13,2,1.5163,1.5163,0,
baseline,76,11,0.24339714453787592,adult,3,5,1.2545,1.2545,0,
baseline,77,11,0.5658695094941405,child,6,3,1.2029,1.2029,0,
baseline,78,11,0.2557292455827229,adult,19,2,1.5953,1.5953,0,
baseline,79,11,0.31274852127145286,adult,4,5,1.2141,1.2141,0,
baseline,80,11,0.24192319037630758,adult,0,0,1.4806,1.4806,0,
baseline,81,11,0.7495257436955758,elderly,19,6,1.1672,1.1672,0,
baseline,82,11,0.2094635281564155,adult,16,1,1.5203,1.5203,0,
baseline,83,11,0.2368250785688548,adult,12,1,1.5208,1.5208,0,
baseline,84,11,0.7597628712547879,elderly,3,7,1.014,1.014,0,
baseline,85,11,0.2134449412553841,adult,11,7,1.0305,1.0305,0,
baseline,86,11,0.26029034175119803,adult,7,3,1.2549,1.2549,0,
baseline,87,11,0.8739793646798583,elderly,9,9,1.0213,1.0213,0,
baseline,88,11,0.23068402377938965,adult,19,8,1.0243,1.0243,0,
baseline,89,11,0.21593278881496686,adult,14,3,1.2773,1.2773,0,
baseline,90,11,0.7286621276353521,elderly,13,9,1.0767,1.0767,0,
baseline,91,11,0.2651344904420061,adult,18,2,1.5927,1.5927,0,
baseline,92,11,0.20377115206369537,adult,17,4,1.2876,1.2876,0,
baseline,93,11,0.20132533923371512,adult,2,6,1.1796,1.1796,0,
baseline,94,11,0.7049720665964455,elderly,0,9,1.0384,1.0384,0,
baseline,95,11,0.25100462370739207,adult,15,1,1.4779,1.4779,0,
baseline,96,11,0.4955828490431283,child,4,7,1.1032,1.1032,0,
baseline,97,11,0.27283994893939245,adult,17,0,1.5271,1.5271,0,
baseline,98,11,0.21712454129440448,adult,16,7,1.083,1.083,0,
baseline,99,11,0.7185461557640977,elderly,6,7,1.1093,1.1093,0,
baseline,100,11,0.4754623971272218,child,12,2,1.5038,1.5038,0,
baseline,101,11,0.814329171491318,elderly,7,3,1.2549,1.2549,0,
baseline,102,11,0.9382392363354756,elderly,1,9,1.0709,1.0709,0,
baseline,103,11,0.30010692589416543,adult,0,2,1.5735,1.5735,0,
baseline,104,11,0.8126300272600911,elderly,4,4,1.2666,1.2666,0,
baseline,105,11,0.23441354547710377,adult,17,7,1.0383,1.0383,0,
baseline,106,11,0.5066140359967927,child,4,3,1.3551,1.3551,0,
baseline,107,11,0.5631658536919568,child,3,2,1.5435,1.5435,0,
baseline,108,11,0.23073770055214435,adult,7,2,1.5005,1.5005,0,
baseline,109,11,0.29657377246189087,adult,12,5,1.5478,1.5478,0,
baseline,110,11,0.27279255604127917,adult,2,6,1.1796,1.1796,0,
baseline,111,11,0.5291861555650081,child,15,6,1.3915,1.3915,0,
baseline,112,11,0.8908951292054481,elderly,7,4,1.234,1.234,0,
baseline,113,11,0.5158957569432061,child,7,8,1.1011,1.1011,0,
baseline,114,11,0.8593264155201461,elderly,15,7,1.0939,1.0939,0,
baseline,115,11,0.32052011433136096,adult,13,5,1.236,1.236,0,
baseline,116,11,0.5844185905950111,child,3,8,1.1443,1.1443,0,
baseline,117,11,0.24225311600942953,adult,10,6,1.2117,1.2117,0,
baseline,118,11,0.2089072670144541,adult,12,1,1.5208,1.5208,0,
baseline,119,11,0.9022295288833049,elderly,5,6,1.3091,1.3091,0,
baseline,120,11,0.5289935218684951,child,17,3,1.3148,1.3148,0,
baseline,121,11,0.42582414868915897,adult,6,2,1.4701,1.4701,0,
baseline,122,11,0.321155028793213,adult,0,9,1.0384,1.0384,0,
baseline,123,11,0.6995000220419753,child,19,9,1.009,1.009,0,
baseline,124,11,0.562529225395729,child,17,7,1.0383,1.0383,0,
baseline,125,11,0.8475195178808403,elderly,4,2,1.6099,1.6099,0,
baseline,126,11,0.5540215869676903,child,14,5,1.1793,1.1793,0,
baseline,127,11,0.766520446349269,elderly,18,3,1.2621,1.2621,0,
baseline,128,11,0.7416409671545062,elderly,16,8,1.1224,1.1224,0,
baseline,129,11,0.1865474786824886,adult,1,8,1.0576,1.0576,0,
baseline,130,11,0.5991072876975088,child,18,1,1.5303,1.5303,0,
baseline,131,11,0.6713434192845964,child,16,4,1.2806,1.2806,0,
baseline,132,11,0.26809246029419453,adult,5,2,1.5823,1.5823,0,
baseline,133,11,0.22890676933880374,adult,13,8,1.1044,1.1044,0,
baseline,134,11,0.21223556584054845,adult,0,4,1.2002,1.2002,0,
baseline,135,11,0.4871906993496808,child,10,7,1.0596,1.0596,0,
baseline,136,11,0.5813838397364346,child,3,5,1.2545,1.2545,0,
baseline,137,11,0.1834367475007917,adult,7,5,1.1968,1.1968,0,
baseline,138,11,0.30240291417804127,adult,15,6,1.3915,1.3915,0,
baseline,139,11,0.28188702499195395,adult,18,2,1.5927,1.5927,0,
baseline,140,11,0.3042444979413341,adult,6,9,1.0461,1.0461,0,
baseline,141,11,0.2410183959966361,adult,19,6,1.1672,1.1672,0,
baseline,142,11,0.25779477773074466,adult,16,4,1.2806,1.2806,0,
baseline,143,11,0.2024052019176551,adult,13,7,1.1233,1.1233,0,
baseline,144,11,0.8349906142726966,elderly,19,2,1.5953,1.5953,0,
baseline,145,11,0.23016660216907392,adult,14,1,1.6677,1.6677,0,
baseline,146,11,0.22633729077264053,adult,1,1,1.6465,1.6465,0,
baseline,147,11,0.18671782350320223,adult,15,0,1.4914,1.4914,0,
baseline,148,11,0.3265717377596302,adult,16,1,1.5203,1.5203,0,
baseline,149,11,0.5931363866533521,child,12,6,1.2375,1.2375,0,
baseline,150,11,0.33786967348278196,adult,10,2,1.6063,1.6063,0,
baseline,151,11,0.24434311120662164,adult,17,0,1.5271,1.5271,0,
baseline,152,11,0.3131721899623074,adult,13,6,1.2354,1.2354,0,
baseline,153,11,0.30482733918353766,adult,15,9,1.0064,1.0064,0,
baseline,154,11,0.5207407229993698,child,19,4,1.284,1.284,0,
baseline,155,11,0.2698840835350667,adult,7,4,1.234,1.234,0,
baseline,156,11,0.21854549526592404,adult,10,8,1.0588,1.0588,0,
baseline,157,11,0.7800885741958227,elderly,3,3,1.1546,1.1546,0,
baseline,158,11,0.22376698635368497,adult,8,9,1.0303,1.0303,0,
baseline,159,11,0.2490942753506871,adult,12,1,1.5208,1.5208,0,
baseline,160,11,0.23909707064169694,adult,16,3,1.2984,1.2984,0,
baseline,161,11,0.26816184340335836,adult,12,3,1.5594,1.5594,0,
baseline,162,11,0.5590101392326462,child,10,2,1.6063,1.6063,0,
baseline,163,11,0.2586620552478868,adult,15,4,1.2949,1.2949,0,
baseline,164,11,0.21874748549033007,adult,14,5,1.1793,1.1793,0,
baseline,165,11,0.26806801780654776,adult,1,5,1.221,1.221,0,
baseline,166,11,0.31453748099041595,adult,9,4,1.5391,1.5391,0,
baseline,167,11,0.5571003562232809,child,18,3,1.2621,1.2621,0,
baseline,168,11,0.28556981755657285,adult,9,6,1.1917,1.1917,0,
baseline,169,11,0.20289864310003097,adult,11,6,1.2637,1.2637,0,
baseline,170,11,0.2591235835153987,adult,9,8,1.0998,1.0998,0,
baseline,171,11,0.5403518780488572,child,0,1,1.4796,1.4796,0,
baseline,172,11,0.19710832762003697,adult,18,6,1.228,1.228,0,
baseline,173,11,0.7370654202189683,elderly,5,8,1.0116,1.0116,0,
baseline,174,11,0.5944522686442528,child,19,3,1.1971,1.1971,0,
baseline,175,11,0.27508362578769247,adult,0,1,1.4796,1.4796,0,
baseline,176,11,0.19711151507617047,adult,10,2,1.6063,1.6063,0,
baseline,177,11,0.2626617426734974,adult,5,5,1.1974,1.1974,0,
baseline,178,11,0.2950995521960962,adult,3,4,1.2421,1.2421,0,
baseline,179,11,0.3774069229558558,adult,17,4,1.2876,1.2876,0,
baseline,180,11,0.7054964868146433,elderly,16,9,0.9968,0.9968,0,
baseline,181,11,0.5168708354178837,child,16,0,1.3774,1.3774,0,
baseline,182,11,0.22452710037794926,adult,13,5,1.236,1.236,0,
baseline,183,11,0.24281444929542967,adult,18,5,1.2444,1.2444,0,
baseline,184,11,0.20656651882118987,adult,19,5,1.271,1.271,0,
baseline,185,11,0.895735664587469,elderly,12,0,1.5225,1.5225,0,
baseline,186,11,0.26608149821206883,adult,12,0,1.5225,1.5225,0,
baseline,187,11,0.22885027121419005,adult,2,2,1.6239,1.6239,0,
baseline,188,11,0.25818280463696514,adult,9,3,1.4743,1.4743,0,
baseline,189,11,0.25124888164635667,adult,3,9,0.9895,0.9895,0,
baseline,190,11,0.7388637748744878,elderly,4,8,1.0044,1.0044,0,
baseline,191,11,0.24355609940976028,adult,5,5,1.1974,1.1974,0,
baseline,192,11,0.2622858672661557,adult,1,6,1.2575,1.2575,0,
baseline,193,11,0.3114225338599181,adult,1,7,1.0939,1.0939,0,
baseline,194,11,0.7432938913438611,child,7,4,1.234,1.234,0,
baseline,195,11,0.26317722516719005,adult,7,7,1.0368,1.0368,0,
baseline,196,11,0.2246770526955429,adult,10,7,1.0596,1.0596,0,
baseline,197,11,0.5584044178321356,child,10,9,1.0518,1.0518,0,
baseline,198,11,0.2514953170246483,adult,9,4,1.5391,1.5391,0,
baseline,199,11,0.2899733601941726,adult,16,4,1.2806,1.2806,0,
baseline,200,11,0.25622285847923476,adult,8,5,1.5375,1.5375,0,
baseline,201,11,0.4521031631709903,adult,17,0,1.5271,1.5271,0,
baseline,202,11,0.1634121024151908,adult,19,7,1.0028,1.0028,0,
baseline,203,11,0.5626995559129596,child,14,1,1.6677,1.6677,0,
baseline,204,11,0.327120941806494,adult,15,9,1.0064,1.0064,0,
baseline,205,11,0.7857123878054436,elderly,4,7,1.1032,1.1032,0,
baseline,206,11,0.5939394270629585,child,4,6,1.2286,1.2286,0,
baseline,207,11,0.28709923820747085,adult,13,5,1.236,1.236,0,
baseline,208,11,0.39542716557746904,adult,19,3,1.1971,1.1971,0,
baseline,209,11,0.27359697560694635,adult,1,3,1.2691,1.2691,0,
baseline,210,11,0.9020130166851742,elderly,0,5,1.2976,1.2976,0,
baseline,211,11,0.2713101047676122,adult,7,6,1.2693,1.2693,0,
baseline,212,11,0.24736743242291168,adult,8,6,1.2823,1.2823,0,
baseline,213,11,0.6794396779816514,elderly,16,2,1.5412,1.5412,0,
baseline,214,11,0.30091251551864373,adult,0,0,1.4806,1.4806,0,
baseline,215,11,0.21670540748307351,adult,17,0,1.5271,1.5271,0,
baseline,216,11,0.3687606793764565,adult,3,5,1.2545,1.2545,0,
baseline,217,11,0.2538767051714499,adult,3,3,1.1546,1.1546,0,
baseline,218,11,0.2824197149857894,adult,0,6,1.2626,1.2626,0,
baseline,219,11,0.5636693672210529,child,7,3,1.2549,1.2549,0,
baseline,220,11,0.6948217456126036,child,11,7,1.0305,1.0305,0,
baseline,221,11,0.8780226911713226,elderly,13,5,1.236,1.236,0,
